代码,名称,数据日期,综合得分,回调深度,收盘价,MA5,MA10,MA20,MA60,RSI6,RSI14,MACD柱,KDJ_K,KDJ_D,KDJ_J,量/MA20量,近10日涨幅%,近20日涨幅%,ATR,BIAS5,详细理由
688370,丛麟科技,2026-04-13,7.5,中回调,24.65,24.66,24.46,24.17,27.04,49.7,69.5,0.2581,70.4,69.2,72.7,0.59,4.9,-5.0,0.86,-0.0,小幅涨:近10日+5% | 回调至MA20(24.17):+2.0% | MACD红柱(已启动) | 乖离正常:BIAS20=2.0% | 量能健康(0.6xMA20)
688367,工大高科,2026-04-13,7.5,中回调,37.73,37.99,37.01,36.9,36.11,71.7,65.5,0.1793,72.1,65.5,85.4,1.01,5.4,7.4,1.82,-0.7,小幅涨:近10日+5% | 回调至MA20(36.90):+2.3% | MACD红柱(已启动) | 乖离正常:BIAS20=2.3% | 量能健康(1.0xMA20)
688401,路维光电,2026-04-13,7.5,深回调,53.17,52.39,50.92,49.56,53.15,81.8,76.3,0.7266,83.9,80.2,91.4,1.07,9.6,4.2,2.11,1.5,上涨:近10日+10% | 回调至MA60(53.15) | MACD红柱(已启动) | RSI6金叉RSI14 | 量能健康(1.1xMA20)
688403,汇成股份,2026-04-13,7.5,深回调,16.0,15.49,14.88,14.77,17.53,89.0,71.4,0.3546,69.9,61.3,87.1,0.94,9.4,4.4,0.74,3.3,上涨:近10日+9% | 回调至MA60(17.53) | MACD红柱(已启动) | KDJ金叉(K=70) | 量能健康(0.9xMA20)
688448,磁谷科技,2026-04-13,7.5,深回调,57.9,54.84,53.93,54.52,58.5,86.5,66.3,0.5047,68.8,51.6,103.2,1.29,3.4,-3.6,2.57,5.6,小幅涨:近10日+3% | 回调至MA60(58.50) | MACD红柱(已启动) | KDJ金叉(K=69) | 量能健康(1.3xMA20) | 量开始放大
688512,慧智微,2026-04-13,7.5,深回调,12.65,12.23,11.91,11.87,12.0,74.1,65.0,0.1083,77.5,69.4,93.8,1.15,6.2,3.9,0.62,3.5,上涨:近10日+6% | 回调至MA60(12.00) | MACD红柱(已启动) | RSI14=65(正常区) | 量能健康(1.2xMA20) | 量开始放大
688506,百利天恒,2026-04-13,7.5,深回调,299.95,308.63,304.46,286.14,285.39,28.2,64.1,2.7636,61.1,68.9,45.4,0.81,4.6,16.6,19.39,-2.8,强势:近20日+17% | 回调至MA60(285.39) | MACD红柱(已启动) | RSI14=64(正常区) | 量能健康(0.8xMA20)
688529,豪森智能,2026-04-13,7.5,中回调,17.76,17.6,17.37,17.42,18.92,65.5,70.7,0.1459,74.2,66.8,89.1,0.7,2.6,-4.8,0.5,0.9,小幅涨:近10日+3% | 回调至MA20(17.42):+1.9% | MACD红柱(已启动) | 乖离正常:BIAS20=1.9% | 量能健康(0.7xMA20)
688553,汇宇制药,2026-04-13,7.5,轻回调,19.89,21.95,20.79,18.74,19.28,37.1,65.4,0.3196,54.7,67.6,29.0,1.03,14.9,11.9,1.76,-9.4,上涨:近10日+15% | 回调至MA10下:-4.3% | MACD红柱(已启动) | 量能健康(1.0xMA20)
688566,吉贝尔,2026-04-13,7.5,中回调,31.05,31.75,31.39,30.4,29.62,28.2,66.2,0.1435,59.4,65.3,47.5,1.11,4.6,3.7,1.22,-2.2,小幅涨:近10日+5% | 回调至MA20(30.40):+2.1% | MACD红柱(已启动) | 乖离正常:BIAS20=2.1% | 量能健康(1.1xMA20)
688521,芯原股份,2026-04-13,7.5,布林撑,239.17,239.34,227.81,216.95,218.93,73.6,72.4,3.8282,75.1,75.7,73.9,1.26,11.0,14.7,14.88,-0.1,强势:近20日+15% | 布林下轨(185.37)获撑 | MACD红柱(已启动) | 量能健康(1.3xMA20) | 量开始放大
688677,海泰新光,2026-04-13,7.5,布林撑,71.5,70.85,65.13,51.91,48.15,72.9,85.7,2.8763,89.9,87.6,94.4,1.95,79.4,80.6,6.18,0.9,强势:近20日+81% | 布林下轨(22.31)获撑 | MACD红柱(已启动) | 量能健康(2.0xMA20) | 量开始放大
688689,银河微电,2026-04-13,7.5,布林撑,35.62,35.36,33.6,34.07,32.76,76.1,64.3,0.2901,74.9,65.5,93.7,0.78,10.6,-4.0,1.77,0.7,上涨:近10日+11% | 布林下轨(29.86)获撑 | MACD红柱(已启动) | RSI14=64(正常区) | 量能健康(0.8xMA20)
000019,深粮控股,2026-04-13,7.0,布林撑,8.3,8.0,7.82,7.67,7.34,68.5,71.4,0.0464,76.3,70.1,88.6,1.87,6.7,9.4,0.39,3.8,上涨:近10日+7% | 布林下轨(7.04)获撑 | MACD红柱(已启动) | 量能健康(1.9xMA20) | 量开始放大
000062,深圳华强,2026-04-13,7.0,布林撑,28.69,28.32,26.77,26.83,25.58,92.2,58.7,0.2545,80.7,66.0,110.1,0.95,3.3,9.5,1.59,1.3,小幅涨:近10日+3% | 布林下轨(24.16)获撑 | MACD红柱(已启动) | RSI14=59(正常区) | 量能健康(0.9xMA20)
000155,川能动力,2026-04-13,7.0,布林撑,17.3,16.79,16.55,15.44,14.06,55.1,69.0,0.1198,63.5,63.5,63.5,1.18,7.1,14.1,1.13,3.0,强势:近20日+14% | 布林下轨(12.81)获撑 | MACD红柱(已启动) | 量能健康(1.2xMA20)
000586,汇源通信,2026-04-13,7.0,布林撑,21.6,22.59,19.57,17.23,15.55,69.4,74.7,0.779,81.3,86.2,71.6,5.0,43.8,36.5,1.4,-4.4,强势:近20日+37% | 布林下轨(10.39)获撑 | MACD红柱(已启动) | 量开始放大
000593,德龙汇能,2026-04-13,7.0,布林撑,17.07,17.53,16.84,15.69,15.34,51.2,70.9,0.1835,60.9,70.9,41.0,1.02,11.4,13.6,1.22,-2.6,强势:近20日+14% | 布林下轨(12.89)获撑 | MACD红柱(已启动) | 量能健康(1.0xMA20)
000719,中原传媒,2026-04-13,7.0,布林撑,13.96,13.58,13.35,13.09,12.97,75.0,77.4,0.1136,76.6,72.2,85.4,1.32,7.1,8.4,0.45,2.8,上涨:近10日+7% | 布林下轨(12.20)获撑 | MACD红柱(已启动) | 量能健康(1.3xMA20) | 量开始放大
000762,西藏矿业,2026-04-13,7.0,布林撑,33.66,31.9,30.94,29.26,28.7,75.1,76.3,0.5016,79.5,75.7,87.1,2.34,9.2,13.9,1.85,5.5,强势:近20日+14% | 布林下轨(24.48)获撑 | MACD红柱(已启动) | 量开始放大
000848,承德露露,2026-04-13,7.0,深回调,8.29,8.04,8.0,8.0,8.3,73.4,77.2,0.0411,65.7,65.6,65.9,4.03,4.9,0.4,0.16,3.1,小幅涨:近10日+5% | 回调至MA60(8.30) | MACD红柱(已启动) | KDJ金叉(K=66) | 量开始放大
000889,中嘉博创,2026-04-13,7.0,布林撑,3.92,3.81,3.58,3.46,3.6,68.5,66.3,0.0957,76.5,71.6,86.3,4.45,15.0,13.3,0.25,2.8,强势:近20日+13% | 布林下轨(2.86)获撑 | MACD红柱(已启动) | 量开始放大
000933,神火股份,2026-04-13,7.0,深回调,33.33,33.57,32.39,31.87,32.42,64.3,64.4,0.3341,72.1,72.2,71.8,0.86,9.2,-9.6,1.55,-0.7,上涨:近10日+9% | 回调至MA60(32.42) | MACD红柱(已启动) | RSI14=64(正常区) | 量能健康(0.9xMA20)
000990,诚志股份,2026-04-13,7.0,布林撑,10.77,10.59,10.19,10.04,9.13,71.0,60.4,0.0667,77.1,64.2,102.9,0.7,3.5,7.1,0.62,1.7,小幅涨:近10日+3% | 布林下轨(9.00)获撑 | MACD红柱(已启动) | RSI14=60(正常区) | 量能健康(0.7xMA20)
001266,宏英智能,2026-04-13,7.0,深回调,33.81,32.53,31.67,32.61,33.98,85.0,62.3,0.2484,76.1,56.1,116.2,0.61,8.9,-3.6,1.22,3.9,上涨:近10日+9% | 回调至MA60(33.98) | MACD红柱(已启动) | RSI14=62(正常区) | 量能健康(0.6xMA20)
001367,海森药业,2026-04-13,7.0,布林撑,26.13,25.61,25.72,24.19,23.87,59.2,82.7,0.1705,55.3,62.9,40.1,0.84,3.8,14.1,1.26,2.0,强势:近20日+14% | 布林下轨(20.47)获撑 | MACD红柱(已启动) | 量能健康(0.8xMA20)
002025,航天电器,2026-04-13,7.0,布林撑,77.36,73.93,68.56,65.21,57.82,90.4,66.1,1.2957,82.3,74.3,98.3,1.0,21.0,40.9,5.1,4.6,强势:近20日+41% | 布林下轨(52.73)获撑 | MACD红柱(已启动) | 量能健康(1.0xMA20)
002126,银轮股份,2026-04-13,7.0,布林撑,47.24,44.61,43.46,43.66,43.96,86.4,69.4,0.4299,77.0,61.6,107.8,1.64,12.1,2.8,2.13,5.9,上涨:近10日+12% | 布林下轨(39.59)获撑 | MACD红柱(已启动) | 量能健康(1.6xMA20) | 量开始放大
002135,东南网架,2026-04-13,7.0,布林撑,7.64,7.22,6.96,6.97,6.39,89.8,67.9,0.0596,79.8,66.7,106.1,0.99,12.7,4.2,0.45,5.9,上涨:近10日+13% | 布林下轨(6.17)获撑 | MACD红柱(已启动) | 量能健康(1.0xMA20) | 量开始放大
002181,粤 传 媒,2026-04-13,7.0,布林撑,12.82,12.61,12.2,11.64,11.31,61.9,67.0,0.1368,60.9,62.8,57.1,1.27,11.1,21.4,0.91,1.7,强势:近20日+21% | 布林下轨(10.08)获撑 | MACD红柱(已启动) | 量能健康(1.3xMA20)
002176,江特电机,2026-04-13,7.0,布林撑,10.93,10.59,10.46,9.96,9.93,67.4,75.9,0.1074,73.1,66.9,85.5,1.49,6.2,9.2,0.51,3.2,上涨:近10日+6% | 布林下轨(8.72)获撑 | MACD红柱(已启动) | 量能健康(1.5xMA20) | 量开始放大
002222,福晶科技,2026-04-13,7.0,布林撑,86.4,82.83,76.5,69.64,69.08,100.0,82.9,2.3089,92.0,87.7,100.6,0.99,32.1,37.7,5.38,4.3,强势:近20日+38% | 布林下轨(51.82)获撑 | MACD红柱(已启动) | 量能健康(1.0xMA20)
002263,大东南,2026-04-13,7.0,布林撑,4.99,4.79,4.63,4.07,3.71,59.8,77.8,0.0917,76.3,76.0,76.8,2.13,22.6,37.1,0.41,4.1,强势:近20日+37% | 布林下轨(2.81)获撑 | MACD红柱(已启动) | 量开始放大
002294,信立泰,2026-04-13,7.0,中回调,62.39,63.47,64.25,60.86,53.68,0.8,65.5,-0.1713,36.2,53.3,2.0,0.69,0.8,19.1,3.26,-1.7,强势:近20日+19% | 回调至MA20(60.86):+2.5% | KDJ超卖J=2 | 乖离正常:BIAS20=2.5% | 量能健康(0.7xMA20)
002428,云南锗业,2026-04-13,7.0,布林撑,55.13,54.9,52.49,48.17,42.22,84.8,72.0,0.6185,77.3,78.3,75.3,1.04,7.3,27.1,4.11,0.4,强势:近20日+27% | 布林下轨(36.97)获撑 | MACD红柱(已启动) | 量能健康(1.0xMA20)
002440,闰土股份,2026-04-13,7.0,深回调,11.98,11.94,11.62,11.62,11.92,69.9,66.2,0.1017,65.2,62.0,71.6,1.05,5.6,-10.5,0.54,0.3,小幅涨:近10日+6% | 回调至MA60(11.92) | MACD红柱(已启动) | KDJ金叉(K=65) | 量能健康(1.0xMA20)
002467,二六三,2026-04-13,7.0,布林撑,7.87,7.39,7.35,7.25,7.04,70.6,72.6,0.0313,66.4,60.4,78.5,2.05,7.4,15.1,0.43,6.5,"强势:近20日+15% | 布林下轨(6.62)获撑 | MACD红柱(已启动) | KDJ金叉(K=66) | 量开始放大 | 偏离MA5过大,追高风险"
002560,通达股份,2026-04-13,7.0,布林撑,14.28,13.58,12.61,11.2,10.86,72.9,86.5,0.3906,86.3,80.0,98.7,1.95,47.4,33.5,0.86,5.1,强势:近20日+33% | 布林下轨(7.71)获撑 | MACD红柱(已启动) | 量能健康(1.9xMA20)
002353,杰瑞股份,2026-04-13,7.0,布林撑,111.73,111.03,106.15,102.51,99.22,56.7,66.3,1.4773,77.4,75.6,81.1,1.09,13.8,6.2,6.79,0.6,上涨:近10日+14% | 布林下轨(89.07)获撑 | MACD红柱(已启动) | 量能健康(1.1xMA20) | 量开始放大
002636,金安国纪,2026-04-13,7.0,布林撑,36.6,35.07,32.74,32.26,26.92,87.5,70.0,0.3919,76.3,68.6,91.9,0.91,17.1,26.0,2.49,4.4,强势:近20日+26% | 布林下轨(27.37)获撑 | MACD红柱(已启动) | 量能健康(0.9xMA20)
002645,华宏科技,2026-04-13,7.0,布林撑,21.08,20.44,19.01,17.83,16.58,80.9,77.4,0.4621,86.1,85.3,87.7,1.49,22.3,22.9,1.21,3.1,强势:近20日+23% | 布林下轨(14.17)获撑 | MACD红柱(已启动) | 量能健康(1.5xMA20)
002655,共达电声,2026-04-13,7.0,布林撑,21.21,20.59,19.43,18.46,15.8,89.8,85.6,0.281,79.8,78.3,82.8,1.15,20.1,26.5,1.2,3.0,强势:近20日+26% | 布林下轨(15.56)获撑 | MACD红柱(已启动) | 量能健康(1.1xMA20)
002663,普邦股份,2026-04-13,7.0,布林撑,2.38,2.35,2.28,2.28,2.17,63.8,62.8,0.009,75.1,66.6,92.2,1.03,2.1,3.0,0.15,1.1,小幅涨:近10日+2% | 布林下轨(2.06)获撑 | MACD红柱(已启动) | RSI14=63(正常区) | 量能健康(1.0xMA20)
002683,广东宏大,2026-04-13,7.0,深回调,41.92,39.09,39.03,39.76,46.1,71.8,67.3,0.422,55.2,40.9,83.7,2.23,3.7,-6.8,1.51,7.2,"小幅涨:近10日+4% | 回调至MA60(46.10) | MACD红柱(已启动) | RSI6金叉RSI14 | KDJ金叉(K=55) | 量开始放大 | 偏离MA5过大,追高风险"
002701,奥瑞金,2026-04-13,7.0,深回调,5.4,5.22,5.15,5.16,5.53,71.8,74.3,0.0532,64.6,59.5,74.9,3.01,5.9,0.4,0.14,3.4,小幅涨:近10日+6% | 回调至MA60(5.53) | MACD红柱(已启动) | KDJ金叉(K=65) | 量开始放大
002718,友邦吊顶,2026-04-13,7.0,布林撑,73.9,72.99,66.52,63.05,64.51,79.8,69.6,2.0651,81.1,77.6,88.1,1.4,29.7,16.1,4.73,1.2,强势:近20日+16% | 布林下轨(49.79)获撑 | MACD红柱(已启动) | 量能健康(1.4xMA20)
002723,小崧股份,2026-04-13,7.0,布林撑,9.92,9.5,9.21,9.33,9.31,84.7,70.2,0.0786,76.7,60.7,108.6,1.42,7.6,-0.3,0.41,4.4,上涨:近10日+8% | 布林下轨(8.42)获撑 | MACD红柱(已启动) | 量能健康(1.4xMA20) | 量开始放大
002729,好利科技,2026-04-13,7.0,布林撑,21.14,21.04,20.43,20.0,19.06,74.5,71.7,0.1481,77.6,78.1,76.7,1.34,7.1,8.9,1.12,0.5,上涨:近10日+7% | 布林下轨(18.00)获撑 | MACD红柱(已启动) | 量能健康(1.3xMA20) | 量开始放大
002755,奥赛康,2026-04-13,7.0,深回调,15.97,15.81,16.01,15.23,15.94,25.7,70.3,0.1077,42.2,54.1,18.5,1.16,3.8,8.9,0.86,1.0,小幅涨:近10日+4% | 回调至MA60(15.94) | MACD红柱(已启动) | KDJ超卖J=18 | 量能健康(1.2xMA20) | 量开始放大
002821,凯莱英,2026-04-13,7.0,布林撑,120.96,120.35,118.38,107.64,103.18,23.6,81.9,1.6338,70.7,74.5,63.1,0.89,21.1,21.8,5.48,0.5,强势:近20日+22% | 布林下轨(83.14)获撑 | MACD红柱(已启动) | 量能健康(0.9xMA20)
002840,华统股份,2026-04-13,7.0,布林撑,12.76,12.86,12.09,11.33,10.29,78.2,73.5,0.1644,79.7,80.8,77.5,0.82,12.3,28.2,0.68,-0.8,强势:近20日+28% | 布林下轨(9.29)获撑 | MACD红柱(已启动) | 量能健康(0.8xMA20)
002938,鹏鼎控股,2026-04-13,7.0,深回调,57.9,55.08,53.36,52.52,54.97,98.9,76.4,0.8682,85.0,73.0,109.1,1.32,15.4,13.2,2.67,5.1,强势:近20日+13% | 回调至MA60(54.97) | MACD红柱(已启动) | 量能健康(1.3xMA20) | 量开始放大
003007,直真科技,2026-04-13,7.0,深回调,44.15,45.31,43.43,42.73,44.65,68.5,62.9,0.4085,56.6,60.2,49.3,1.15,8.0,3.3,2.4,-2.6,上涨:近10日+8% | 回调至MA60(44.65) | MACD红柱(已启动) | RSI14=63(正常区) | 量能健康(1.1xMA20)
003023,彩虹集团,2026-04-13,7.0,布林撑,25.8,24.94,24.34,23.46,23.66,81.1,87.7,0.3229,89.3,83.1,101.5,1.26,16.2,4.7,0.98,3.5,上涨:近10日+16% | 布林下轨(20.58)获撑 | MACD红柱(已启动) | 量能健康(1.3xMA20) | 量开始放大
300006,莱美药业,2026-04-13,7.0,布林撑,5.99,5.94,5.69,5.27,5.15,63.6,74.1,0.0961,62.0,68.5,49.1,1.33,18.1,20.3,0.4,0.8,强势:近20日+20% | 布林下轨(4.14)获撑 | MACD红柱(已启动) | 量能健康(1.3xMA20)
300022,吉峰科技,2026-04-13,7.0,布林撑,9.62,9.92,9.78,9.21,8.57,22.6,71.9,0.0389,61.1,73.7,36.1,1.19,5.3,19.7,0.55,-3.0,强势:近20日+20% | 布林下轨(7.89)获撑 | MACD红柱(已启动) | 量能健康(1.2xMA20)
300042,朗科科技,2026-04-13,7.0,布林撑,49.7,46.7,44.63,47.28,38.33,84.6,53.9,-0.0868,76.1,54.8,118.7,1.17,11.8,30.8,3.02,6.4,"强势:近20日+31% | 布林下轨(37.29)获撑 | MACD绿柱(-0.0868) | RSI14=54(回升区) | 量能健康(1.2xMA20) | 量开始放大 | 偏离MA5过大,追高风险"
300069,金利华电,2026-04-13,7.0,布林撑,22.83,23.23,22.27,20.6,19.63,66.4,71.5,0.2651,68.8,73.8,58.7,0.76,15.1,17.3,1.79,-1.7,强势:近20日+17% | 布林下轨(16.24)获撑 | MACD红柱(已启动) | 量能健康(0.8xMA20)
300183,东软载波,2026-04-13,7.0,深回调,15.05,14.35,14.07,14.46,15.49,78.6,64.3,0.1159,74.6,56.4,110.9,2.71,7.3,-6.1,0.52,4.9,上涨:近10日+7% | 回调至MA60(15.49) | MACD红柱(已启动) | RSI14=64(正常区) | 量开始放大
300199,翰宇药业,2026-04-13,7.0,布林撑,20.98,20.71,20.14,19.15,18.91,62.1,75.7,0.28,79.8,75.8,87.9,1.2,11.6,18.6,0.93,1.3,强势:近20日+19% | 布林下轨(16.70)获撑 | MACD红柱(已启动) | 量能健康(1.2xMA20)
300207,欣旺达,2026-04-13,7.0,布林撑,28.94,26.16,25.64,26.45,25.48,81.5,54.5,0.1755,54.7,36.7,90.8,2.02,4.6,6.9,1.54,10.6,"小幅涨:近10日+5% | 布林下轨(23.23)获撑 | MACD红柱(已启动) | RSI14=55(回升区) | KDJ金叉(K=55) | 量开始放大 | 偏离MA5过大,追高风险 | 突破MA5较多,追涨风险"
300245,天玑科技,2026-04-13,7.0,布林撑,13.87,13.86,13.78,13.05,12.93,61.1,68.0,0.0783,57.0,64.1,43.0,0.75,0.1,15.2,1.01,0.0,强势:近20日+15% | 布林下轨(10.80)获撑 | MACD红柱(已启动) | 量能健康(0.7xMA20)
300265,通光线缆,2026-04-13,7.0,布林撑,18.89,19.32,18.88,18.21,16.95,53.5,62.2,0.0519,62.0,65.5,55.2,0.68,5.9,2.1,1.42,-2.2,小幅涨:近10日+6% | 布林下轨(16.23)获撑 | MACD红柱(已启动) | RSI14=62(正常区) | 量能健康(0.7xMA20)
300400,劲拓股份,2026-04-13,7.0,布林撑,25.89,27.08,26.05,25.01,22.73,57.8,64.9,0.1112,58.4,65.6,44.0,0.83,3.4,11.8,1.66,-4.4,小幅涨:近10日+3% | 布林下轨(21.44)获撑 | MACD红柱(已启动) | RSI14=65(正常区) | 量能健康(0.8xMA20)
300461,田中精机,2026-04-13,7.0,布林撑,65.82,68.87,65.77,56.89,46.64,49.8,75.2,1.2899,72.2,79.7,57.2,1.13,18.3,11.0,5.99,-4.4,上涨:近10日+18% | 布林下轨(36.11)获撑 | MACD红柱(已启动) | 量能健康(1.1xMA20) | 量开始放大
300476,胜宏科技,2026-04-13,7.0,布林撑,298.15,283.34,270.29,272.13,274.24,86.2,70.8,3.8456,79.4,63.7,110.7,1.38,13.8,7.2,11.6,5.2,上涨:近10日+14% | 布林下轨(245.08)获撑 | MACD红柱(已启动) | 量能健康(1.4xMA20) | 量开始放大
300503,昊志机电,2026-04-13,7.0,深回调,54.67,53.53,53.2,51.05,55.05,52.0,69.7,0.6183,72.2,70.1,76.5,1.1,16.9,13.6,2.86,2.1,强势:近20日+14% | 回调至MA60(55.05) | MACD红柱(已启动) | 量能健康(1.1xMA20) | 量开始放大
300508,维宏股份,2026-04-13,7.0,深回调,38.6,38.33,37.24,37.43,40.88,78.1,69.3,0.4475,67.9,61.8,80.1,0.73,3.9,-5.4,1.44,0.7,小幅涨:近10日+4% | 回调至MA60(40.88) | MACD红柱(已启动) | KDJ金叉(K=68) | 量能健康(0.7xMA20)
300548,长芯博创,2026-04-13,7.0,布林撑,225.0,213.63,186.31,166.96,155.6,90.3,84.8,8.5867,89.8,86.1,97.1,1.1,49.3,41.6,14.7,5.3,强势:近20日+42% | 布林下轨(106.92)获撑 | MACD红柱(已启动) | 量能健康(1.1xMA20)
300547,川环科技,2026-04-13,7.0,布林撑,38.81,38.67,35.75,33.24,35.26,66.4,75.1,1.1376,73.1,75.3,68.8,1.67,31.1,17.9,2.63,0.4,强势:近20日+18% | 布林下轨(25.40)获撑 | MACD红柱(已启动) | 量能健康(1.7xMA20)
300608,思特奇,2026-04-13,7.0,布林撑,13.23,12.72,12.02,11.75,12.11,78.6,68.1,0.2259,78.4,68.6,98.0,1.93,19.6,11.0,0.78,4.0,上涨:近10日+20% | 布林下轨(10.04)获撑 | MACD红柱(已启动) | 量能健康(1.9xMA20) | 量开始放大
300620,光库科技,2026-04-13,7.0,布林撑,226.75,226.41,210.86,190.04,171.51,78.8,74.1,4.7595,81.8,81.4,82.5,0.81,16.6,37.4,16.86,0.1,强势:近20日+37% | 布林下轨(134.80)获撑 | MACD红柱(已启动) | 量能健康(0.8xMA20)
300626,华瑞股份,2026-04-13,7.0,布林撑,26.88,26.06,23.5,21.84,20.13,88.6,84.0,0.7313,86.0,80.8,96.6,1.16,31.6,38.1,1.53,3.1,强势:近20日+38% | 布林下轨(16.15)获撑 | MACD红柱(已启动) | 量能健康(1.2xMA20)
300692,中赋科技,2026-04-13,7.0,深回调,8.45,8.27,8.31,8.2,8.56,43.0,63.3,0.0406,45.9,47.6,42.6,1.42,3.7,4.7,0.33,2.1,小幅涨:近10日+4% | 回调至MA60(8.56) | MACD红柱(已启动) | RSI14=63(正常区) | 量能健康(1.4xMA20) | 量开始放大
300730,科创信息,2026-04-13,7.0,布林撑,14.81,14.61,14.25,13.67,13.53,74.6,71.9,0.1477,81.4,79.5,85.3,0.67,7.6,16.3,0.78,1.4,强势:近20日+16% | 布林下轨(12.18)获撑 | MACD红柱(已启动) | 量能健康(0.7xMA20)
300757,罗博特科,2026-04-13,7.0,布林撑,495.17,477.74,437.52,399.69,379.68,100.0,87.9,13.0069,90.0,83.7,102.5,0.73,23.1,27.7,28.97,3.6,强势:近20日+28% | 布林下轨(294.17)获撑 | MACD红柱(已启动) | 量能健康(0.7xMA20)
300843,胜蓝股份,2026-04-13,7.0,布林撑,66.4,64.31,59.5,56.35,54.99,82.0,82.6,1.6285,79.6,78.6,81.5,1.08,25.5,14.1,3.8,3.3,强势:近20日+14% | 布林下轨(45.01)获撑 | MACD红柱(已启动) | 量能健康(1.1xMA20)
300845,捷安高科,2026-04-13,7.0,布林撑,12.97,12.29,11.79,11.71,12.08,89.2,85.3,0.1819,85.4,73.5,109.1,1.34,14.3,1.7,0.55,5.5,上涨:近10日+14% | 布林下轨(10.45)获撑 | MACD红柱(已启动) | 量能健康(1.3xMA20) | 量开始放大
300834,星辉环材,2026-04-13,7.0,布林撑,40.36,41.88,39.12,31.51,27.01,38.3,76.1,1.0772,60.9,69.2,44.3,1.63,64.2,56.9,3.75,-3.6,强势:近20日+57% | 布林下轨(13.06)获撑 | MACD红柱(已启动) | 量能健康(1.6xMA20)
300916,朗特智能,2026-04-13,7.0,深回调,31.52,30.35,29.83,29.76,31.36,78.9,63.6,0.2851,74.5,60.3,103.1,1.23,6.0,5.6,1.24,3.8,小幅涨:近10日+6% | 回调至MA60(31.36) | MACD红柱(已启动) | RSI14=64(正常区) | 量能健康(1.2xMA20) | 量开始放大
300943,春晖智控,2026-04-13,7.0,深回调,29.5,28.38,27.93,28.46,30.21,75.3,60.7,0.1881,71.4,49.6,115.2,0.97,5.5,-11.7,1.54,3.9,小幅涨:近10日+6% | 回调至MA60(30.21) | MACD红柱(已启动) | RSI14=61(正常区) | 量能健康(1.0xMA20) | 量开始放大
300970,华绿生物,2026-04-13,7.0,布林撑,28.46,29.24,27.98,25.83,24.12,51.9,74.0,0.3702,63.0,67.7,53.7,0.98,19.8,14.9,2.14,-2.7,强势:近20日+15% | 布林下轨(20.17)获撑 | MACD红柱(已启动) | 量能健康(1.0xMA20)
300975,商络电子,2026-04-13,7.0,布林撑,20.78,20.11,18.79,18.47,16.22,85.7,69.4,0.2535,72.7,60.3,97.4,0.7,14.2,26.6,1.46,3.3,强势:近20日+27% | 布林下轨(15.90)获撑 | MACD红柱(已启动) | 量能健康(0.7xMA20)
600066,宇通客车,2026-04-13,7.0,布林撑,36.8,36.91,36.57,34.08,32.14,31.5,72.8,0.3012,69.0,77.0,53.0,0.63,14.4,20.1,1.39,-0.3,强势:近20日+20% | 布林下轨(28.48)获撑 | MACD红柱(已启动) | 量能健康(0.6xMA20)
600078,澄星股份,2026-04-13,7.0,布林撑,12.7,12.01,11.68,11.67,11.92,96.5,74.3,0.1402,76.3,62.6,103.7,1.07,8.2,-7.0,0.56,5.8,上涨:近10日+8% | 布林下轨(10.34)获撑 | MACD红柱(已启动) | 量能健康(1.1xMA20) | 量开始放大
600110,诺德股份,2026-04-13,7.0,布林撑,10.19,9.94,9.52,8.74,7.83,66.4,79.1,0.144,79.3,79.9,78.2,1.21,17.7,22.2,0.73,2.6,强势:近20日+22% | 布林下轨(6.92)获撑 | MACD红柱(已启动) | 量能健康(1.2xMA20)
600126,杭钢股份,2026-04-13,7.0,深回调,9.0,9.02,8.81,8.68,8.91,56.6,64.2,0.0758,51.8,58.3,38.6,1.24,9.1,-2.8,0.59,-0.2,上涨:近10日+9% | 回调至MA60(8.91) | MACD红柱(已启动) | RSI14=64(正常区) | 量能健康(1.2xMA20)
600127,金健米业,2026-04-13,7.0,布林撑,7.49,7.45,7.44,7.2,7.01,50.7,67.1,0.0247,66.5,70.6,58.4,1.7,9.7,1.9,0.36,0.5,上涨:近10日+10% | 布林下轨(6.50)获撑 | MACD红柱(已启动) | 量能健康(1.7xMA20) | 量开始放大
600152,维科技术,2026-04-13,7.0,布林撑,10.81,10.01,10.17,10.02,8.9,69.5,64.8,-0.0394,40.9,37.2,48.4,0.93,3.7,10.6,0.86,8.0,"小幅涨:近10日+4% | 布林下轨(8.82)获撑 | MACD绿柱(-0.0394) | RSI14=65(正常区) | RSI6金叉RSI14 | KDJ金叉(K=41) | 量能健康(0.9xMA20) | 量开始放大 | 偏离MA5过大,追高风险 | 突破MA5较多,追涨风险"
600186,莲花控股,2026-04-13,7.0,布林撑,7.41,7.38,7.28,6.97,6.44,65.7,70.6,0.0274,56.5,61.3,46.9,0.73,3.8,22.9,0.46,0.5,强势:近20日+23% | 布林下轨(6.09)获撑 | MACD红柱(已启动) | 量能健康(0.7xMA20)
600212,绿能慧充,2026-04-13,7.0,深回调,7.8,7.32,7.25,7.37,7.68,78.5,63.9,0.0496,61.1,41.9,99.7,1.85,4.6,2.9,0.3,6.5,"小幅涨:近10日+5% | 回调至MA60(7.68) | MACD红柱(已启动) | RSI14=64(正常区) | KDJ金叉(K=61) | 量能健康(1.9xMA20) | 量开始放大 | 偏离MA5过大,追高风险"
